target_id,callsign,timestamp,timestamp_source,time_source,message_seq,lat,lon,altitude,alt_type,speed,heading,vertical_rate,on_ground,status_flags,validity_flags,latitude_code,longitude_code,altitude_code,speed_code,heading_code,vertical_rate_code,lat_valid,lon_valid,altitude_valid,speed_valid,heading_valid,vertical_rate_valid,callsign_valid,checksum,expected_checksum,message_valid,validation_errors,source
45ce47,SRR6382,1786673160,position_time,position_time,30,48.54720081024189,6.299072813766685,11887,barometric,233.60000000000002,181.51,0.0,false,0,127,3228383,2170541,12887,2336,18151,32768,true,true,true,true,true,true,true,2696,2696,true,,TeachingLink
3c5434,BCS6GA,1786673159,position_time,position_time,31,45.747617661384965,8.776662058034418,3399,barometric,176.5,148.95000000000002,-6.5,false,0,127,3163148,2199407,4399,1765,14895,32118,true,true,true,true,true,true,true,2375,2375,true,,TeachingLink
4b5d62,VIKTOR21,1786673156,position_time,position_time,32,47.45770870630949,8.562514439228636,,unknown,2.8000000000000003,272.81,,true,1,91,3202996,2196912,0,28,27281,0,true,true,false,true,true,false,true,2590,2590,true,,TeachingLink
4b5d54,GALA6,1786673159,position_time,position_time,33,47.45809494449972,8.549897325014427,,unknown,4.1000000000000005,275.62,,true,1,91,3203005,2196765,0,41,27562,0,true,true,false,true,true,false,true,2234,2234,true,,TeachingLink
4b5d6e,VIKTOR31,1786673158,position_time,position_time,34,47.44101463342062,8.562428608519696,,unknown,2.8000000000000003,154.69,,true,1,91,3202607,2196911,0,28,15469,0,true,true,false,true,true,false,true,2390,2390,true,,TeachingLink
4b5c39,GALA21,1786673156,position_time,position_time,35,47.45800911379078,8.550240647850188,,unknown,4.4,275.62,,true,1,91,3203003,2196769,0,44,27562,0,true,true,false,true,true,false,true,2255,2255,true,,TeachingLink
4b5c1b,URSULA8,1786673154,position_time,position_time,36,47.45680748386562,8.562771931355456,,unknown,0.1,208.12,,true,1,91,3202975,2196915,0,1,20812,0,true,true,false,true,true,false,true,2335,2335,true,,TeachingLink
440b61,TAY5DN,1786673159,position_time,position_time,37,49.46009623052984,5.006633998545169,10874,barometric,232.5,35.910000000000004,5.529999999999973,false,0,127,3249655,2155483,11874,2325,3591,33321,true,true,true,true,true,true,true,2619,2619,true,,TeachingLink
48ea3a,ENT1511,1786673159,position_time,position_time,38,47.900208926250684,8.077570933716487,10973,barometric,229.5,225.45000000000002,0.0,false,0,127,3213307,2191262,11973,2295,22545,32768,true,true,true,true,true,true,true,2853,2853,true,,TeachingLink
424cbf,MACOR,1786673159,position_time,position_time,39,46.891698096203356,11.240432558162809,9845,barometric,244.60000000000002,222.78,-8.779999999999973,false,0,127,3189807,2228112,10845,2446,22278,31890,true,true,true,true,true,true,true,2770,2770,true,,TeachingLink
a61c53,THY6091,1786673158,position_time,position_time,40,49.384994360207145,10.819604592229012,10363,barometric,243.10000000000002,288.51,0.0,false,0,127,3247905,2223209,11363,2431,28851,32768,true,true,true,true,true,true,true,2746,2746,true,,TeachingLink
8966d5,ETD2,1786673159,position_time,position_time,41,47.88917968015187,7.604386235329201,11278,barometric,259.8,103.98,0.0,false,0,127,3213050,2185749,12278,2598,10398,32768,true,true,true,true,true,true,true,2560,2560,true,,TeachingLink
4d253b,EWG40C,1786673159,position_time,position_time,42,46.54309667184273,5.788465926281418,11278,barometric,225.3,198.23000000000002,0.0,false,0,127,3181684,2164592,12278,2253,19823,32768,true,true,true,true,true,true,true,2567,2567,true,,TeachingLink
45b534,GAV596,1786673158,position_time,position_time,43,48.723497086405075,9.461076131123548,11582,barometric,222.9,302.37,-0.3299999999999841,false,0,127,3232491,2207381,12582,2229,30237,32735,true,true,true,true,true,true,true,2905,2905,true,,TeachingLink
4d240c,EWG53L,1786673159,position_time,position_time,44,49.24071293847868,10.621764808121867,5243,barometric,192.0,248.8,9.430000000000007,false,0,127,3244543,2220904,6243,1920,24880,33711,true,true,true,true,true,true,true,2762,2762,true,,TeachingLink
ad35c8,N950MP,1786673159,position_time,position_time,45,45.94481371517509,11.293733428414669,13716,barometric,255.70000000000002,118.21000000000001,0.0,false,0,127,3167743,2228733,14716,2557,11821,32768,true,true,true,true,true,true,true,2882,2882,true,,TeachingLink
3889ff,LA2,1786673159,position_time,position_time,46,45.717190675065666,5.091778061813841,,unknown,7.2,168.75,,true,1,91,3162439,2156475,0,72,16875,0,true,true,false,true,true,false,true,2336,2336,true,,TeachingLink
4b17fd,SWR7DC,1786673098,position_time,position_time,47,47.44431911571482,8.567406789638227,,unknown,0.1,244.69,,true,1,91,3202684,2196969,0,1,24469,0,true,true,false,true,true,false,true,2717,2717,true,,TeachingLink
a48850,UPS266,1786673173,position_time,position_time,48,48.353695476936224,9.502875686377479,11895,barometric,241.8,152.78,0.0,false,0,127,3223874,2207868,12895,2418,15278,32768,true,true,true,true,true,true,true,2654,2654,true,,TeachingLink
896175,UAE4M,1786673173,position_time,position_time,49,45.528706438233,5.103966022483348,10973,barometric,255.70000000000002,110.0,0.0,false,0,127,3158047,2156617,11973,2557,11000,32768,true,true,true,true,true,true,true,2829,2829,true,,TeachingLink
3849ff,M02,1786673173,position_time,position_time,50,47.589587590596096,7.529541857133353,,unknown,22.1,334.69,,true,1,91,3206069,2184877,0,221,33469,0,true,true,false,true,true,false,true,2564,2564,true,,TeachingLink
407fac,TOM8VC,1786673172,position_time,position_time,51,48.9357135142597,8.990638015422348,11582,barometric,228.4,300.90000000000003,0.0,false,0,127,3237436,2201900,12582,2284,30090,32768,true,true,true,true,true,true,true,2711,2711,true,,TeachingLink
3c815e,F172,1786673173,position_time,position_time,52,48.68620364337053,9.202382374377805,,unknown,5.7,73.12,,true,1,91,3231622,2204367,0,57,7312,0,true,true,false,true,true,false,true,2111,2111,true,,TeachingLink
7c8066,QFA219,1786673173,position_time,position_time,53,49.40499291539024,11.574657338775921,12184,barometric,244.0,293.48,0.0,false,0,127,3248371,2232006,13184,2440,29348,32768,true,true,true,true,true,true,true,2885,2885,true,,TeachingLink
45ce47,SRR6382,1786673173,position_time,position_time,54,48.518490438101395,6.298042845259403,11887,barometric,233.70000000000002,181.64000000000001,0.0,false,0,127,3227714,2170529,12887,2337,18164,32768,true,true,true,true,true,true,true,2576,2576,true,,TeachingLink
3c5434,BCS6GA,1786673173,position_time,position_time,55,45.72869199006365,8.79176826280792,3315,barometric,167.3,152.33,-5.850000000000023,false,0,127,3162707,2199583,4315,1673,15233,32183,true,true,true,true,true,true,true,2630,2630,true,,TeachingLink
4b5d62,VIKTOR21,1786673173,position_time,position_time,56,47.45779453701843,8.561913624266055,,unknown,2.6,275.62,,true,1,91,3202998,2196905,0,26,27562,0,true,true,false,true,true,false,true,2650,2650,true,,TeachingLink
4b5d54,GALA6,1786673173,position_time,position_time,57,47.45818077520866,8.549124848633966,,unknown,4.4,278.44,,true,1,91,3203007,2196756,0,44,27844,0,true,true,false,true,true,false,true,2295,2295,true,,TeachingLink
4b5d6e,VIKTOR31,1786673163,position_time,position_time,58,47.44088588735721,8.562428608519696,,unknown,2.6,219.38,,true,1,91,3202604,2196911,0,26,21938,0,true,true,false,true,true,false,true,2508,2508,true,,TeachingLink
4b5c39,GALA21,1786673173,position_time,position_time,59,47.45788036772737,8.549039017925026,,unknown,4.9,247.5,,true,1,91,3203000,2196755,0,49,24750,0,true,true,false,true,true,false,true,2277,2277,true,,TeachingLink
4b5c1b,URSULA8,1786673172,position_time,position_time,60,47.45680748386562,8.562771931355456,,unknown,0.0,118.12,,true,1,91,3202975,2196915,0,0,11812,0,true,true,false,true,true,false,true,2301,2301,true,,TeachingLink
440b61,TAY5DN,1786673173,position_time,position_time,61,49.484000082969686,5.033327349025569,10958,barometric,233.10000000000002,36.11,5.850000000000023,false,0,127,3250212,2155794,11958,2331,3611,33353,true,true,true,true,true,true,true,2392,2392,true,,TeachingLink
48ea3a,ENT1511,1786673174,position_time,position_time,62,47.87930914862375,8.046242724953316,10973,barometric,229.5,225.45000000000002,0.0,false,0,127,3212820,2190897,11973,2295,22545,32768,true,true,true,true,true,true,true,2550,2550,true,,TeachingLink
424cbf,MACOR,1786673173,position_time,position_time,63,46.868480889435034,11.209018518690698,9731,barometric,243.5,222.86,-8.129999999999995,false,0,127,3189266,2227746,10731,2435,22286,31955,true,true,true,true,true,true,true,2869,2869,true,,TeachingLink
a61c53,THY6091,1786673173,position_time,position_time,64,49.394907807089766,10.77428597790859,10363,barometric,243.10000000000002,288.51,0.0,false,0,127,3248136,2222681,11363,2431,28851,32768,true,true,true,true,true,true,true,2743,2743,true,,TeachingLink
8966d5,ETD2,1786673173,position_time,position_time,65,47.88128325492937,7.651335633119487,11278,barometric,258.3,104.06,0.0,false,0,127,3212866,2186296,12278,2583,10406,32768,true,true,true,true,true,true,true,2444,2444,true,,TeachingLink
4d253b,EWG40C,1786673174,position_time,position_time,66,46.51541626820952,5.776707119156612,11278,barometric,225.60000000000002,195.75,0.3299999999999841,false,0,127,3181039,2164455,12278,2256,19575,32801,true,true,true,true,true,true,true,2887,2887,true,,TeachingLink
45b534,GAV596,1786673173,position_time,position_time,67,48.7388178679509,9.424512249115025,11582,barometric,222.9,302.37,0.3299999999999841,false,0,127,3232848,2206955,12582,2229,30237,32801,true,true,true,true,true,true,true,2686,2686,true,,TeachingLink
4d240c,EWG53L,1786673173,position_time,position_time,68,49.23191529081231,10.58751835525473,5372,barometric,193.8,248.68,9.100000000000023,false,0,127,3244338,2220505,6372,1938,24868,33678,true,true,true,true,true,true,true,2808,2808,true,,TeachingLink
ad35c8,N950MP,1786673174,position_time,position_time,69,45.92949293362926,11.33450301516126,13716,barometric,255.70000000000002,118.21000000000001,-0.3299999999999841,false,0,127,3167386,2229208,14716,2557,11821,32735,true,true,true,true,true,true,true,3006,3006,true,,TeachingLink
3889ff,LA2,1786673173,position_time,position_time,70,45.716418198685204,5.092636368903243,,unknown,8.200000000000001,81.56,,true,1,91,3162421,2156485,0,82,8156,0,true,true,false,true,true,false,true,2327,2327,true,,TeachingLink
4b17fd,SWR7DC,1786673098,position_time,position_time,71,47.44431911571482,8.567406789638227,,unknown,0.4,244.69,,true,1,91,3202684,2196969,0,4,24469,0,true,true,false,true,true,false,true,2744,2744,true,,TeachingLink
